Depth,Sample,Permeability,lPerm,Porosity,PRT,ROCK_INDEX,G1,PD1,G2,PD2,BV1,BV2,Mode,lMode,Reference_Set,Pc,lPc,BVOCC,lBVOCC,dBv,Microns,lMicrons
1534,108,105,2.02118929906994,0.2547,M_1,1,0.42,8.48,0.12,185,21.29,4.18,7.78437395058604,0.891223690669225,Rosetta,12.88,1.10991586302379,2.10957403613232,0.324194771680214,2.10757403613232,16.4596273291925,1.21641999790496
1535,108,105,2.02118929906994,0.2547,M_1,1,0.42,8.48,0.12,185,21.29,4.18,7.78437395058604,0.891223690669225,Rosetta,25.76,1.41094585868777,8.92238799492077,0.950481104849254,6.81281395878845,8.22981366459627,0.915390002240977
1536,108,105,2.02118929906994,0.2547,M_1,1,0.42,8.48,0.12,185,21.29,4.18,7.78437395058604,0.891223690669225,Rosetta,51.52,1.71197585435176,12.4619467958327,1.0955858927761,3.53955880091196,4.11490683229814,0.614360006576996
1537,108,105,2.02118929906994,0.2547,M_1,1,0.42,8.48,0.12,185,21.29,4.18,7.78437395058604,0.891223690669225,Rosetta,103.04,2.01300585001574,14.4592340982855,1.16014528910667,1.99728730245282,2.05745341614907,0.313330010913015
1538,108,105,2.02118929906994,0.2547,M_1,1,0.42,8.48,0.12,185,21.29,4.18,7.78437395058604,0.891223690669225,Rosetta,206.08,2.31403584567972,16.0497951702247,1.20546949424813,1.59056107193914,1.02872670807453,0.012300015249033
1539,108,105,2.02118929906994,0.2547,M_1,1,0.42,8.48,0.12,185,21.29,4.18,7.78437395058604,0.891223690669225,Rosetta,412.16,2.6150658413437,19.5611248846575,1.29139382576613,3.51132971443286,0.514363354037267,-0.288729980414948
1540,108,105,2.02118929906994,0.2547,M_1,1,0.42,8.48,0.12,185,21.29,4.18,7.78437395058604,0.891223690669225,Rosetta,824.32,2.91609583700768,20.7121212858724,1.31622458057238,1.15099640121482,0.257181677018634,-0.589759976078929
1541,108,105,2.02118929906994,0.2547,M_1,1,0.42,8.48,0.12,185,21.29,4.18,7.78437395058604,0.891223690669225,Rosetta,1648.64,3.21712583267166,21.4071164197337,1.33055817092175,0.694995133861326,0.128590838509317,-0.89078997174291
1542,108,105,2.02118929906994,0.2547,M_1,1,0.42,8.48,0.12,185,21.29,4.18,7.78437395058604,0.891223690669225,Rosetta,3297.28,3.51815582833564,21.9025895261614,1.34049546417522,0.495473106427674,0.064295419254658,-1.19181996740689
1543,108,105,2.02118929906994,0.2547,M_1,1,0.42,8.48,0.12,185,21.29,4.18,7.78437395058604,0.891223690669225,Rosetta,6594.56,3.81918582399962,22.2820053150091,1.3479542734879,0.379415788847687,0.032147709627329,-1.49284996307087
1544,108,105,2.02118929906994,0.2547,M_1,1,0.42,8.48,0.12,185,21.29,4.18,7.78437395058604,0.891223690669225,Rosetta,13189.12,4.12021581966361,22.5847449202085,1.35381518985551,0.302739605199477,0.016073854813665,-1.79387995873485
1545,108,105,2.02118929906994,0.2547,M_1,1,0.42,8.48,0.12,185,21.29,4.18,7.78437395058604,0.891223690669225,Rosetta,26378.24,4.42124581532759,22.8330931635505,1.35856474867233,0.248348243341965,0.008036927406832,-2.09490995439883
1546,109,321.8713,2.50768225407826,0.24347,M_1,1,0.16,8.77,0.91,54.3,17.85,6.5,10.1501859759925,1.00647399964897,Rosetta,1.61,0.20682587603185,0.002,-2.69897000433602,0,131.67701863354,2.1195099848969
1547,109,321.8713,2.50768225407826,0.24347,M_1,1,0.16,8.77,0.91,54.3,17.85,6.5,10.1501859759925,1.00647399964897,Rosetta,3.22,0.507855871695831,0.002,-2.69897000433602,0,65.8385093167702,1.81847998923292
1548,109,321.8713,2.50768225407826,0.24347,M_1,1,0.16,8.77,0.91,54.3,17.85,6.5,10.1501859759925,1.00647399964897,Rosetta,6.44,0.808885867359812,0.002,-2.69897000433602,0,32.9192546583851,1.51744999356894
1549,109,321.8713,2.50768225407826,0.24347,M_1,1,0.16,8.77,0.91,54.3,17.85,6.5,10.1501859759925,1.00647399964897,Rosetta,12.88,1.10991586302379,6.84990677722591,0.835684661067335,6.84790677722591,16.4596273291925,1.21641999790496
1550,109,321.8713,2.50768225407826,0.24347,M_1,1,0.16,8.77,0.91,54.3,17.85,6.5,10.1501859759925,1.00647399964897,Rosetta,25.76,1.41094585868777,12.6846752500165,1.10327935299794,5.83476847279062,8.22981366459627,0.915390002240977
1551,109,321.8713,2.50768225407826,0.24347,M_1,1,0.16,8.77,0.91,54.3,17.85,6.5,10.1501859759925,1.00647399964897,Rosetta,51.52,1.71197585435176,14.4999430198084,1.16136629559833,1.81526776979185,4.11490683229814,0.614360006576996
1552,109,321.8713,2.50768225407826,0.24347,M_1,1,0.16,8.77,0.91,54.3,17.85,6.5,10.1501859759925,1.00647399964897,Rosetta,103.04,2.01300585001574,15.6197437543201,1.19367390489355,1.11980073451171,2.05745341614907,0.313330010913015
1553,109,321.8713,2.50768225407826,0.24347,M_1,1,0.16,8.77,0.91,54.3,17.85,6.5,10.1501859759925,1.00647399964897,Rosetta,206.08,2.31403584567972,17.2374510380774,1.23647304559881,1.61770728375729,1.02872670807453,0.012300015249033
1554,109,321.8713,2.50768225407826,0.24347,M_1,1,0.16,8.77,0.91,54.3,17.85,6.5,10.1501859759925,1.00647399964897,Rosetta,412.16,2.6150658413437,18.5355780567267,1.26800613462952,1.29812701864936,0.514363354037267,-0.288729980414948
1555,109,321.8713,2.50768225407826,0.24347,M_1,1,0.16,8.77,0.91,54.3,17.85,6.5,10.1501859759925,1.00647399964897,Rosetta,824.32,2.91609583700768,19.4707001271293,1.28938156815496,0.935122070402578,0.257181677018634,-0.589759976078929
1556,109,321.8713,2.50768225407826,0.24347,M_1,1,0.16,8.77,0.91,54.3,17.85,6.5,10.1501859759925,1.00647399964897,Rosetta,1648.64,3.21712583267166,20.1575860789632,1.30443852304358,0.686885951833851,0.128590838509317,-0.89078997174291
1557,109,321.8713,2.50768225407826,0.24347,M_1,1,0.16,8.77,0.91,54.3,17.85,6.5,10.1501859759925,1.00647399964897,Rosetta,3297.28,3.51815582833564,20.6789020405005,1.3155274758914,0.521315961537297,0.064295419254658,-1.19181996740689
1558,109,321.8713,2.50768225407826,0.24347,M_1,1,0.16,8.77,0.91,54.3,17.85,6.5,10.1501859759925,1.00647399964897,Rosetta,6594.56,3.81918582399962,21.0865939410854,1.32400643502382,0.407691900584947,0.032147709627329,-1.49284996307087
1559,109,321.8713,2.50768225407826,0.24347,M_1,1,0.16,8.77,0.91,54.3,17.85,6.5,10.1501859759925,1.00647399964897,Rosetta,13189.12,4.12021581966361,21.4135900795424,1.33068948471753,0.326996138456977,0.016073854813665,-1.79387995873485
1560,109,321.8713,2.50768225407826,0.24347,M_1,1,0.16,8.77,0.91,54.3,17.85,6.5,10.1501859759925,1.00647399964897,Rosetta,26378.24,4.42124581532759,21.6814433280305,1.33608818969914,0.267853248488084,0.008036927406832,-2.09490995439883
1561,110,78.1,1.8926510338773,0.2441,M_1,1,0.5,8.8,0.08,260,20.23,4.18,6.84197965481185,0.835181778440671,Rosetta,1.61,0.20682587603185,0.002,-2.69897000433602,0,131.67701863354,2.1195099848969
1562,110,78.1,1.8926510338773,0.2441,M_1,1,0.5,8.8,0.08,260,20.23,4.18,6.84197965481185,0.835181778440671,Rosetta,3.22,0.507855871695831,0.002,-2.69897000433602,0,65.8385093167702,1.81847998923292
1563,110,78.1,1.8926510338773,0.2441,M_1,1,0.5,8.8,0.08,260,20.23,4.18,6.84197965481185,0.835181778440671,Rosetta,6.44,0.808885867359812,0.002,-2.69897000433602,0,32.9192546583851,1.51744999356894
1564,110,78.1,1.8926510338773,0.2441,M_1,1,0.5,8.8,0.08,260,20.23,4.18,6.84197965481185,0.835181778440671,Rosetta,12.88,1.10991586302379,0.987934030528441,-0.005272054535865,0.985934030528441,16.4596273291925,1.21641999790496
1565,110,78.1,1.8926510338773,0.2441,M_1,1,0.5,8.8,0.08,260,20.23,4.18,6.84197965481185,0.835181778440671,Rosetta,25.76,1.41094585868777,6.93195438973637,0.840855696518657,5.94402035920793,8.22981366459627,0.915390002240977
1566,110,78.1,1.8926510338773,0.2441,M_1,1,0.5,8.8,0.08,260,20.23,4.18,6.84197965481185,0.835181778440671,Rosetta,51.52,1.71197585435176,10.5511155148197,1.0232983777683,3.61916112508331,4.11490683229814,0.614360006576996
1567,110,78.1,1.8926510338773,0.2441,M_1,1,0.5,8.8,0.08,260,20.23,4.18,6.84197965481185,0.835181778440671,Rosetta,103.04,2.01300585001574,12.6749458229019,1.10294611168466,2.12383030808222,2.05745341614907,0.313330010913015
1568,110,78.1,1.8926510338773,0.2441,M_1,1,0.5,8.8,0.08,260,20.23,4.18,6.84197965481185,0.835181778440671,Rosetta,206.08,2.31403584567972,14.0469152925287,1.14758096349245,1.37196946962677,1.02872670807453,0.012300015249033
1569,110,78.1,1.8926510338773,0.2441,M_1,1,0.5,8.8,0.08,260,20.23,4.18,6.84197965481185,0.835181778440671,Rosetta,412.16,2.6150658413437,17.8035564586822,1.25050676613473,3.75664116615349,0.514363354037267,-0.288729980414948
1570,110,78.1,1.8926510338773,0.2441,M_1,1,0.5,8.8,0.08,260,20.23,4.18,6.84197965481185,0.835181778440671,Rosetta,824.32,2.91609583700768,19.2648553574053,1.28476575263183,1.46129889872309,0.257181677018634,-0.589759976078929
1571,110,78.1,1.8926510338773,0.2441,M_1,1,0.5,8.8,0.08,260,20.23,4.18,6.84197965481185,0.835181778440671,Rosetta,1648.64,3.21712583267166,20.020736506936,1.30148004991726,0.755881149530716,0.128590838509317,-0.89078997174291
1572,110,78.1,1.8926510338773,0.2441,M_1,1,0.5,8.8,0.08,260,20.23,4.18,6.84197965481185,0.835181778440671,Rosetta,3297.28,3.51815582833564,20.5480127146746,1.3127698257846,0.527276207738602,0.064295419254658,-1.19181996740689
1573,110,78.1,1.8926510338773,0.2441,M_1,1,0.5,8.8,0.08,260,20.23,4.18,6.84197965481185,0.835181778440671,Rosetta,6594.56,3.81918582399962,20.9510528205222,1.32120585177271,0.403040105847619,0.032147709627329,-1.49284996307087
1574,110,78.1,1.8926510338773,0.2441,M_1,1,0.5,8.8,0.08,260,20.23,4.18,6.84197965481185,0.835181778440671,Rosetta,13189.12,4.12021581966361,21.2733882549437,1.32783666635946,0.322335434421536,0.016073854813665,-1.79387995873485
1575,110,78.1,1.8926510338773,0.2441,M_1,1,0.5,8.8,0.08,260,20.23,4.18,6.84197965481185,0.835181778440671,Rosetta,26378.24,4.42124581532759,21.5386232362756,1.33321793944489,0.265234981331886,0.008036927406832,-2.09490995439883
1576,111,18.24411,1.26112268208726,0.14356,M_1,1,0.5,9.3,0.24,207.96,9.57,4.78,6.47413128627358,0.811181502036905,Rosetta,1.61,0.20682587603185,0.002,-2.69897000433602,0,131.67701863354,2.1195099848969
1577,111,18.24411,1.26112268208726,0.14356,M_1,1,0.5,9.3,0.24,207.96,9.57,4.78,6.47413128627358,0.811181502036905,Rosetta,3.22,0.507855871695831,0.002,-2.69897000433602,0,65.8385093167702,1.81847998923292
1578,111,18.24411,1.26112268208726,0.14356,M_1,1,0.5,9.3,0.24,207.96,9.57,4.78,6.47413128627358,0.811181502036905,Rosetta,6.44,0.808885867359812,0.002,-2.69897000433602,0,32.9192546583851,1.51744999356894
1579,111,18.24411,1.26112268208726,0.14356,M_1,1,0.5,9.3,0.24,207.96,9.57,4.78,6.47413128627358,0.811181502036905,Rosetta,12.88,1.10991586302379,0.280650512245147,-0.551834160766462,0.278650512245147,16.4596273291925,1.21641999790496
1580,111,18.24411,1.26112268208726,0.14356,M_1,1,0.5,9.3,0.24,207.96,9.57,4.78,6.47413128627358,0.811181502036905,Rosetta,25.76,1.41094585868777,3.09467971496771,0.490615708212385,2.81402920272257,8.22981366459627,0.915390002240977
1581,111,18.24411,1.26112268208726,0.14356,M_1,1,0.5,9.3,0.24,207.96,9.57,4.78,6.47413128627358,0.811181502036905,Rosetta,51.52,1.71197585435176,4.88804504316762,0.68913519926171,1.7933653281999,4.11490683229814,0.614360006576996
1582,111,18.24411,1.26112268208726,0.14356,M_1,1,0.5,9.3,0.24,207.96,9.57,4.78,6.47413128627358,0.811181502036905,Rosetta,103.04,2.01300585001574,5.93245972975981,0.773234798856935,1.04441468659219,2.05745341614907,0.313330010913015
1583,111,18.24411,1.26112268208726,0.14356,M_1,1,0.5,9.3,0.24,207.96,9.57,4.78,6.47413128627358,0.811181502036905,Rosetta,206.08,2.31403584567972,6.60245919024853,0.819705725516274,0.669999460488721,1.02872670807453,0.012300015249033
1584,111,18.24411,1.26112268208726,0.14356,M_1,1,0.5,9.3,0.24,207.96,9.57,4.78,6.47413128627358,0.811181502036905,Rosetta,412.16,2.6150658413437,9.19736291859291,0.963663323641808,2.59490372834438,0.514363354037267,-0.288729980414948
1585,111,18.24411,1.26112268208726,0.14356,M_1,1,0.5,9.3,0.24,207.96,9.57,4.78,6.47413128627358,0.811181502036905,Rosetta,824.32,2.91609583700768,10.6054278918105,1.02552819546486,1.40806497321756,0.257181677018634,-0.589759976078929
1586,111,18.24411,1.26112268208726,0.14356,M_1,1,0.5,9.3,0.24,207.96,9.57,4.78,6.47413128627358,0.811181502036905,Rosetta,1648.64,3.21712583267166,11.3240574233103,1.05400206296819,0.718629531499788,0.128590838509317,-0.89078997174291
1587,111,18.24411,1.26112268208726,0.14356,M_1,1,0.5,9.3,0.24,207.96,9.57,4.78,6.47413128627358,0.811181502036905,Rosetta,3297.28,3.51815582833564,11.7810667396824,1.07118461627305,0.457009316372096,0.064295419254658,-1.19181996740689
1588,111,18.24411,1.26112268208726,0.14356,M_1,1,0.5,9.3,0.24,207.96,9.57,4.78,6.47413128627358,0.811181502036905,Rosetta,6594.56,3.81918582399962,12.1055959795456,1.0829861753768,0.32452923986321,0.032147709627329,-1.49284996307087
1589,111,18.24411,1.26112268208726,0.14356,M_1,1,0.5,9.3,0.24,207.96,9.57,4.78,6.47413128627358,0.811181502036905,Rosetta,13189.12,4.12021581966361,12.351367708737,1.09171505115592,0.245771729191407,0.016073854813665,-1.79387995873485
1590,111,18.24411,1.26112268208726,0.14356,M_1,1,0.5,9.3,0.24,207.96,9.57,4.78,6.47413128627358,0.811181502036905,Rosetta,26378.24,4.42124581532759,12.545497797091,1.09848789851157,0.194130088354031,0.008036927406832,-2.09490995439883
1591,112,0.2687,-0.570732333566832,0.0958,M_1,1,0.6,9.47,0.38,365,5.05,4.53,5.66722696832819,0.753370606168692,Rosetta,1.61,0.20682587603185,0.002,-2.69897000433602,0,131.67701863354,2.1195099848969
1592,112,0.2687,-0.570732333566832,0.0958,M_1,1,0.6,9.47,0.38,365,5.05,4.53,5.66722696832819,0.753370606168692,Rosetta,3.22,0.507855871695831,0.002,-2.69897000433602,0,65.8385093167702,1.81847998923292
1593,112,0.2687,-0.570732333566832,0.0958,M_1,1,0.6,9.47,0.38,365,5.05,4.53,5.66722696832819,0.753370606168692,Rosetta,6.44,0.808885867359812,0.002,-2.69897000433602,0,32.9192546583851,1.51744999356894
1594,112,0.2687,-0.570732333566832,0.0958,M_1,1,0.6,9.47,0.38,365,5.05,4.53,5.66722696832819,0.753370606168692,Rosetta,12.88,1.10991586302379,0.057714189978934,-1.23871739530362,0.055714189978934,16.4596273291925,1.21641999790496
1595,112,0.2687,-0.570732333566832,0.0958,M_1,1,0.6,9.47,0.38,365,5.05,4.53,5.66722696832819,0.753370606168692,Rosetta,25.76,1.41094585868777,1.27190780081172,0.104455630927211,1.21419361083279,8.22981366459627,0.915390002240977
1596,112,0.2687,-0.570732333566832,0.0958,M_1,1,0.6,9.47,0.38,365,5.05,4.53,5.66722696832819,0.753370606168692,Rosetta,51.52,1.71197585435176,2.23615215481856,0.349501350980889,0.96424435400684,4.11490683229814,0.614360006576996
1597,112,0.2687,-0.570732333566832,0.0958,M_1,1,0.6,9.47,0.38,365,5.05,4.53,5.66722696832819,0.753370606168692,Rosetta,103.04,2.01300585001574,2.83303783867763,0.452252375091971,0.59688568385907,2.05745341614907,0.313330010913015
1598,112,0.2687,-0.570732333566832,0.0958,M_1,1,0.6,9.47,0.38,365,5.05,4.53,5.66722696832819,0.753370606168692,Rosetta,206.08,2.31403584567972,3.22672129325559,0.508761455013933,0.393683454577958,1.02872670807453,0.012300015249033
1599,112,0.2687,-0.570732333566832,0.0958,M_1,1,0.6,9.47,0.38,365,5.05,4.53,5.66722696832819,0.753370606168692,Rosetta,412.16,2.6150658413437,3.50596347841163,0.544807387739832,0.279242185156035,0.514363354037267,-0.288729980414948
1600,112,0.2687,-0.570732333566832,0.0958,M_1,1,0.6,9.47,0.38,365,5.05,4.53,5.66722696832819,0.753370606168692,Rosetta,824.32,2.91609583700768,5.25589316649591,0.720646528988397,1.74992968808429,0.257181677018634,-0.589759976078929
1601,112,0.2687,-0.570732333566832,0.0958,M_1,1,0.6,9.47,0.38,365,5.05,4.53,5.66722696832819,0.753370606168692,Rosetta,1648.64,3.21712583267166,6.40097110392331,0.806245866652909,1.1450779374274,0.128590838509317,-0.89078997174291
1602,112,0.2687,-0.570732333566832,0.0958,M_1,1,0.6,9.47,0.38,365,5.05,4.53,5.66722696832819,0.753370606168692,Rosetta,3297.28,3.51815582833564,7.03365055023921,0.847180787655538,0.632679446315903,0.064295419254658,-1.19181996740689
1603,112,0.2687,-0.570732333566832,0.0958,M_1,1,0.6,9.47,0.38,365,5.05,4.53,5.66722696832819,0.753370606168692,Rosetta,6594.56,3.81918582399962,7.43848513179704,0.871484499270573,0.404834581557831,0.032147709627329,-1.49284996307087
1604,112,0.2687,-0.570732333566832,0.0958,M_1,1,0.6,9.47,0.38,365,5.05,4.53,5.66722696832819,0.753370606168692,Rosetta,13189.12,4.12021581966361,7.72323398977654,0.887799192798927,0.284748857979494,0.016073854813665,-1.79387995873485
1605,112,0.2687,-0.570732333566832,0.0958,M_1,1,0.6,9.47,0.38,365,5.05,4.53,5.66722696832819,0.753370606168692,Rosetta,26378.24,4.42124581532759,7.93629547406616,0.899617828547291,0.213061484289621,0.008036927406832,-2.09490995439883
1606,113,6.6498,0.82280858361851,0.19624,M_1,1,1.35,9.5,0.33,210,13.07,6.56,2.384613450292,0.377417989241563,Rosetta,1.61,0.20682587603185,0.002,-2.69897000433602,0,131.67701863354,2.1195099848969
1607,113,6.6498,0.82280858361851,0.19624,M_1,1,1.35,9.5,0.33,210,13.07,6.56,2.384613450292,0.377417989241563,Rosetta,3.22,0.507855871695831,0.002,-2.69897000433602,0,65.8385093167702,1.81847998923292
1608,113,6.6498,0.82280858361851,0.19624,M_1,1,1.35,9.5,0.33,210,13.07,6.56,2.384613450292,0.377417989241563,Rosetta,6.44,0.808885867359812,0.002,-2.69897000433602,0,32.9192546583851,1.51744999356894
1609,113,6.6498,0.82280858361851,0.19624,M_1,1,1.35,9.5,0.33,210,13.07,6.56,2.384613450292,0.377417989241563,Rosetta,12.88,1.10991586302379,0.00148316413183,-2.82881078585374,-0.00051683586817,16.4596273291925,1.21641999790496
1610,113,6.6498,0.82280858361851,0.19624,M_1,1,1.35,9.5,0.33,210,13.07,6.56,2.384613450292,0.377417989241563,Rosetta,25.76,1.41094585868777,0.581566518819825,-0.235400604058146,0.580083354687995,8.22981366459627,0.915390002240977
1611,113,6.6498,0.82280858361851,0.19624,M_1,1,1.35,9.5,0.33,210,13.07,6.56,2.384613450292,0.377417989241563,Rosetta,51.52,1.71197585435176,2.08223409861274,0.318529554194901,1.50066757979292,4.11490683229814,0.614360006576996
1612,113,6.6498,0.82280858361851,0.19624,M_1,1,1.35,9.5,0.33,210,13.07,6.56,2.384613450292,0.377417989241563,Rosetta,103.04,2.01300585001574,3.55193694934176,0.550465247986072,1.46970285072902,2.05745341614907,0.313330010913015
1613,113,6.6498,0.82280858361851,0.19624,M_1,1,1.35,9.5,0.33,210,13.07,6.56,2.384613450292,0.377417989241563,Rosetta,206.08,2.31403584567972,4.76344697987908,0.67792133561342,1.21151003053731,1.02872670807453,0.012300015249033
1614,113,6.6498,0.82280858361851,0.19624,M_1,1,1.35,9.5,0.33,210,13.07,6.56,2.384613450292,0.377417989241563,Rosetta,412.16,2.6150658413437,7.86112712259478,0.895484819325587,3.09768014271571,0.514363354037267,-0.288729980414948
1615,113,6.6498,0.82280858361851,0.19624,M_1,1,1.35,9.5,0.33,210,13.07,6.56,2.384613450292,0.377417989241563,Rosetta,824.32,2.91609583700768,10.2812649493307,1.01204655111039,2.4201378267359,0.257181677018634,-0.589759976078929
1616,113,6.6498,0.82280858361851,0.19624,M_1,1,1.35,9.5,0.33,210,13.07,6.56,2.384613450292,0.377417989241563,Rosetta,1648.64,3.21712583267166,11.6935570889025,1.06794664025478,1.41229213957184,0.128590838509317,-0.89078997174291
1617,113,6.6498,0.82280858361851,0.19624,M_1,1,1.35,9.5,0.33,210,13.07,6.56,2.384613450292,0.377417989241563,Rosetta,3297.28,3.51815582833564,12.6641005658365,1.10257435060781,0.970543476933965,0.064295419254658,-1.19181996740689
1618,113,6.6498,0.82280858361851,0.19624,M_1,1,1.35,9.5,0.33,210,13.07,6.56,2.384613450292,0.377417989241563,Rosetta,6594.56,3.81918582399962,13.3927461325463,1.12686963660356,0.728645566709844,0.032147709627329,-1.49284996307087
1619,113,6.6498,0.82280858361851,0.19624,M_1,1,1.35,9.5,0.33,210,13.07,6.56,2.384613450292,0.377417989241563,Rosetta,13189.12,4.12021581966361,13.9687755323466,1.14515833862301,0.576029399800241,0.016073854813665,-1.79387995873485
1620,113,6.6498,0.82280858361851,0.19624,M_1,1,1.35,9.5,0.33,210,13.07,6.56,2.384613450292,0.377417989241563,Rosetta,26378.24,4.42124581532759,14.4396901901809,1.15955787535701,0.470914657834317,0.008036927406832,-2.09490995439883
1621,114,66.04,1.81980706459076,0.2159,M_1,1,0.54,9.8,0.06,240,19.53,2.06,5.86760444267796,0.768460828730795,Rosetta,1.61,0.20682587603185,0.002,-2.69897000433602,0,131.67701863354,2.1195099848969
1622,114,66.04,1.81980706459076,0.2159,M_1,1,0.54,9.8,0.06,240,19.53,2.06,5.86760444267796,0.768460828730795,Rosetta,3.22,0.507855871695831,0.002,-2.69897000433602,0,65.8385093167702,1.81847998923292
1623,114,66.04,1.81980706459076,0.2159,M_1,1,0.54,9.8,0.06,240,19.53,2.06,5.86760444267796,0.768460828730795,Rosetta,6.44,0.808885867359812,0.002,-2.69897000433602,0,32.9192546583851,1.51744999356894
1624,114,66.04,1.81980706459076,0.2159,M_1,1,0.54,9.8,0.06,240,19.53,2.06,5.86760444267796,0.768460828730795,Rosetta,12.88,1.10991586302379,0.208082376503399,-0.6817647007179,0.206082376503399,16.4596273291925,1.21641999790496
1625,114,66.04,1.81980706459076,0.2159,M_1,1,0.54,9.8,0.06,240,19.53,2.06,5.86760444267796,0.768460828730795,Rosetta,25.76,1.41094585868777,5.40020362145047,0.732410135749839,5.19212124494707,8.22981366459627,0.915390002240977
1626,114,66.04,1.81980706459076,0.2159,M_1,1,0.54,9.8,0.06,240,19.53,2.06,5.86760444267796,0.768460828730795,Rosetta,51.52,1.71197585435176,9.23821076705069,0.965587866323918,3.83800714560022,4.11490683229814,0.614360006576996
1627,114,66.04,1.81980706459076,0.2159,M_1,1,0.54,9.8,0.06,240,19.53,2.06,5.86760444267796,0.768460828730795,Rosetta,103.04,2.01300585001574,11.5179571283001,1.06137545768257,2.27974636124939,2.05745341614907,0.313330010913015
1628,114,66.04,1.81980706459076,0.2159,M_1,1,0.54,9.8,0.06,240,19.53,2.06,5.86760444267796,0.768460828730795,Rosetta,206.08,2.31403584567972,12.9887497406379,1.11356734915817,1.4707926123378,1.02872670807453,0.012300015249033
1629,114,66.04,1.81980706459076,0.2159,M_1,1,0.54,9.8,0.06,240,19.53,2.06,5.86760444267796,0.768460828730795,Rosetta,412.16,2.6150658413437,15.6038919963031,1.19323293564309,2.61514225566525,0.514363354037267,-0.288729980414948
1630,114,66.04,1.81980706459076,0.2159,M_1,1,0.54,9.8,0.06,240,19.53,2.06,5.86760444267796,0.768460828730795,Rosetta,824.32,2.91609583700768,16.5972538025087,1.22003623520388,0.993361806205582,0.257181677018634,-0.589759976078929
1631,114,66.04,1.81980706459076,0.2159,M_1,1,0.54,9.8,0.06,240,19.53,2.06,5.86760444267796,0.768460828730795,Rosetta,1648.64,3.21712583267166,17.2430715614768,1.23661463059436,0.645817758968068,0.128590838509317,-0.89078997174291
1632,114,66.04,1.81980706459076,0.2159,M_1,1,0.54,9.8,0.06,240,19.53,2.06,5.86760444267796,0.768460828730795,Rosetta,3297.28,3.51815582833564,17.728827846975,1.24868002288695,0.485756285498212,0.064295419254658,-1.19181996740689
1633,114,66.04,1.81980706459076,0.2159,M_1,1,0.54,9.8,0.06,240,19.53,2.06,5.86760444267796,0.768460828730795,Rosetta,6594.56,3.81918582399962,18.1131867461749,1.25799486469981,0.384358899199896,0.032147709627329,-1.49284996307087
1634,114,66.04,1.81980706459076,0.2159,M_1,1,0.54,9.8,0.06,240,19.53,2.06,5.86760444267796,0.768460828730795,Rosetta,13189.12,4.12021581966361,18.4264703790171,1.26544215335684,0.313283632842232,0.016073854813665,-1.79387995873485
1635,114,66.04,1.81980706459076,0.2159,M_1,1,0.54,9.8,0.06,240,19.53,2.06,5.86760444267796,0.768460828730795,Rosetta,26378.24,4.42124581532759,18.687280795247,1.27154611135557,0.260810416229891,0.008036927406832,-2.09490995439883
1636,115,36.8961,1.56698046269042,0.20494,M_1,1,0.7,10,0.18,130,13.94,6.56,4.78384081418511,0.679776719753092,Rosetta,1.61,0.20682587603185,0.002,-2.69897000433602,0,131.67701863354,2.1195099848969
1637,115,36.8961,1.56698046269042,0.20494,M_1,1,0.7,10,0.18,130,13.94,6.56,4.78384081418511,0.679776719753092,Rosetta,3.22,0.507855871695831,0.002,-2.69897000433602,0,65.8385093167702,1.81847998923292
1638,115,36.8961,1.56698046269042,0.20494,M_1,1,0.7,10,0.18,130,13.94,6.56,4.78384081418511,0.679776719753092,Rosetta,6.44,0.808885867359812,0.002,-2.69897000433602,0,32.9192546583851,1.51744999356894
1639,115,36.8961,1.56698046269042,0.20494,M_1,1,0.7,10,0.18,130,13.94,6.56,4.78384081418511,0.679776719753092,Rosetta,12.88,1.10991586302379,0.025006591969977,-1.60194549217537,0.023006591969977,16.4596273291925,1.21641999790496
1640,115,36.8961,1.56698046269042,0.20494,M_1,1,0.7,10,0.18,130,13.94,6.56,4.78384081418511,0.679776719753092,Rosetta,25.76,1.41094585868777,2.54192964285889,0.405163525706183,2.51692305088892,8.22981366459627,0.915390002240977
1641,115,36.8961,1.56698046269042,0.20494,M_1,1,0.7,10,0.18,130,13.94,6.56,4.78384081418511,0.679776719753092,Rosetta,51.52,1.71197585435176,5.21970694762005,0.717646120894183,2.67777730476116,4.11490683229814,0.614360006576996
1642,115,36.8961,1.56698046269042,0.20494,M_1,1,0.7,10,0.18,130,13.94,6.56,4.78384081418511,0.679776719753092,Rosetta,103.04,2.01300585001574,6.98916615270164,0.844425365032953,1.76945920508159,2.05745341614907,0.313330010913015
1643,115,36.8961,1.56698046269042,0.20494,M_1,1,0.7,10,0.18,130,13.94,6.56,4.78384081418511,0.679776719753092,Rosetta,206.08,2.31403584567972,10.8557388035131,1.03565938535566,3.86657265081146,1.02872670807453,0.012300015249033
1644,115,36.8961,1.56698046269042,0.20494,M_1,1,0.7,10,0.18,130,13.94,6.56,4.78384081418511,0.679776719753092,Rosetta,412.16,2.6150658413437,13.6213679836617,1.13422072563269,2.76562918014861,0.514363354037267,-0.288729980414948
1645,115,36.8961,1.56698046269042,0.20494,M_1,1,0.7,10,0.18,130,13.94,6.56,4.78384081418511,0.679776719753092,Rosetta,824.32,2.91609583700768,14.9185694991337,1.17372718182184,1.29720151547198,0.257181677018634,-0.589759976078929
